id,contractNum,inmateDeathAmt,inmateDeathHcon,inmateRecoveries,inmatePositiveAmt,staffPositiveAmt,staffRecoveries,staffDeathAmt,update_date
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2020-12-23
"Portland, OR",additional_52,0,0,1,1,0,0,0,2020-12-23
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2020-12-23
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2020-12-23
"Tacoma, WA",additional_109,0,0,0,1,0,0,0,2020-12-23
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2020-12-23
"Boston, MA",15BRRC20D00000046,0,0,2,4,0,0,0,2020-12-23
"Portland, ME",additional_112,0,0,0,1,0,0,0,2020-12-23
"Washington, DC",additional_110,0,0,0,1,0,0,0,2020-12-23
"Detriot, MI",15BRRC19D00000203,0,0,0,4,0,0,0,2020-12-23
"Nashville, TN",additional_103,0,0,1,2,0,0,0,2020-12-23
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2020-12-23
"Memphis, TN",additional_45,0,0,4,15,0,0,0,2020-12-23
"St Albans, WV",additional_113,0,0,0,10,0,0,0,2020-12-23
"Wilmington, DE",15BRRC19D00000025,0,0,1,1,0,0,0,2020-12-23
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2020-12-23
"Baltimore, MD",additional_53,0,0,2,14,0,0,0,2020-12-23
"Lexington, KY",additional_8,0,0,1,0,0,0,0,2020-12-23
"Harrisburg, PA",additional_101,0,0,2,4,0,0,0,2020-12-23
"Philadelphia, PA",15BRRC19D00000194,0,0,11,2,0,0,0,2020-12-23
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2020-12-23
"Rochester,NY",15BRRC19D00000218,0,0,1,8,0,0,0,2020-12-23
"Pittsburgh, PA",additional_114,0,0,0,1,0,0,0,2020-12-23
"Cleveland, OH",additional_49,0,0,2,1,0,0,0,2020-12-23
"Hartford, CT",15BRRC20D00000297,0,0,0,1,0,0,0,2020-12-23
"Louisville, KY",additional_86,0,0,3,2,0,0,0,2020-12-23
"West Palm Beach, FL",additional_60,0,0,10,1,0,0,0,2020-12-23
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2020-12-23
"Dania, FL",15BRRC19D00000208,0,0,4,0,0,0,0,2020-12-23
"Birmingham, AL",15BRRC19D00000207,0,0,0,2,0,0,0,2020-12-23
"Miami, FL",additional_41,0,0,3,1,0,0,0,2020-12-23
"Chattanooga, TN",additional_25,0,0,5,1,0,0,0,2020-12-23
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2020-12-23
"Florence, SC",additional_81,0,0,1,10,0,0,0,2020-12-23
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2020-12-23
"Jacksonville, FL",additional_39,0,0,10,0,0,0,0,2020-12-23
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2020-12-23
"Tampa, FL",additional_18,0,0,4,0,0,0,0,2020-12-23
"Columbia, SC",additional_108,0,0,0,3,0,0,0,2020-12-23
"Miami, FL",additional_100,0,0,1,0,0,0,0,2020-12-23
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2020-12-23
"Janesville, WI",additional_115,0,0,0,1,0,0,0,2020-12-23
"Minneapolis, MN",15BRRC20D00000275,0,0,9,0,0,0,0,2020-12-23
"Janesville, WI",additional_106,0,0,0,3,0,0,0,2020-12-23
"Youngstown, OH",additional_102,0,0,1,2,0,0,0,2020-12-23
"Ciincinnati, OH",additional_55,0,0,4,1,0,0,0,2020-12-23
"Indianapolis, IN",additional_16,0,0,5,1,0,0,0,2020-12-23
"Marion, IL",additional_92,0,0,2,0,0,0,0,2020-12-23
"Chicago, IL",15BRRC18D00000091,0,0,12,1,0,0,0,2020-12-23
"Peoria, IL",additional_90,0,0,6,1,0,0,0,2020-12-23
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2020-12-23
"Grand Rapids, MI",15BRRC19D00000005,0,0,2,4,0,0,0,2020-12-23
"Rapid City, SD",additional_11,0,0,1,1,0,0,0,2020-12-23
"Brownsville, TX",additional_31,1,1,1,1,0,0,0,2020-12-23
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2020-12-23
"Hutchins, TX",15BRRC19D00000185,1,0,13,1,0,0,0,2020-12-23
"Fort Worth, TX",additional_46,0,0,1,0,0,0,0,2020-12-23
"San Antonio, TX",additional_19,0,0,13,2,0,0,0,2020-12-23
"Tyler,TX",additional_65,0,0,10,0,0,0,0,2020-12-23
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2020-12-23
"Houston, TX",DJB200242,2,0,9,6,0,0,0,2020-12-23
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2020-12-23
"Del Rio, TX",additional_42,0,0,6,1,0,0,0,2020-12-23
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2020-12-23
"Edinburg, TX",additional_35,0,0,14,14,0,0,0,2020-12-23
"Albuquerque, NM",additional_13,0,0,32,2,0,0,0,2020-12-23
"Midland, TX",additional_50,0,0,11,1,0,0,0,2020-12-23
"Laredo, TX",additional_24,0,0,1,2,0,0,0,2020-12-23
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2020-12-23
"Farmington, MO",15BRRC19D00000148,0,0,2,0,0,0,0,2020-12-23
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2020-12-23
"Sioux City, IA",additional_22,0,0,1,1,0,0,0,2020-12-23
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2020-12-23
"Roseville, MN",additional_68,0,0,6,1,0,0,0,2020-12-23
"Toledo, OH",DJB200236,0,0,0,3,0,0,0,2020-12-23
"Manchester, KY",additional_7,0,0,1,0,0,0,0,2020-12-23
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2020-12-23
"Omaha, NE",additional_62,0,0,6,1,0,0,0,2020-12-23
"Denver, CO",additional_89,1,0,5,1,0,0,0,2020-12-23
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2020-12-23
"Leavenworth, KS",15BRRC19D00000149,0,0,28,1,0,0,0,2020-12-23
"Wichita, KS",additional_95,0,0,6,0,0,0,0,2020-12-23
"Boise, ID",additional_87,0,0,1,8,0,0,0,2020-12-23
"Mills, WY",additional_97,0,0,3,3,0,0,0,2020-12-23
"Great Falls, MT",additional_85,0,0,7,0,0,0,0,2020-12-23
"Devils Lake, ND",additional_104,0,0,2,2,0,0,0,2020-12-23
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2020-12-23
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2020-12-23
"Billings, MT",additional_44,0,0,3,0,0,0,0,2020-12-23
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2020-12-23
"Van Nuys, CA",additional_58,0,0,2,0,0,0,0,2020-12-23
"Tucson, AZ",additional_29,0,0,1,6,0,0,0,2020-12-23
"San Diego, CA",additional_12,0,0,10,3,0,0,0,2020-12-23
"Las Vegas, NV",additional_28,0,0,7,2,0,0,0,2020-12-23
"Billings, MT",additional_77,0,0,1,0,0,0,0,2020-12-23
"Los Angeles, CA",additional_111,0,0,0,2,0,0,0,2020-12-23
"Salt Lake City, UT",additional_38,0,0,23,0,0,0,0,2020-12-23
"El Monte, CA",additional_51,0,0,1,2,0,0,0,2020-12-23
"Garden Grove, CA",additional_59,0,0,2,2,0,0,0,2020-12-23
"Los Angeles, CA",additional_1,0,0,0,2,0,0,0,2020-12-23
"Rubidoux, CA",additional_67,0,0,2,9,0,0,0,2020-12-23
"Phoenix, AZ",DJB200252,1,0,4,0,0,0,0,2020-12-23
"Brawley, CA",additional_21,1,0,9,1,0,0,0,2020-12-23
"Oakland, CA",15BRRC20D00000011,0,0,4,0,0,0,0,2020-12-23
"Atlanta, GA",additional_30,0,0,3,1,0,0,0,2020-12-23
"San Juan, PR",additional_63,0,0,16,0,0,0,0,2020-12-23
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2020-12-23
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2020-12-23
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2020-12-23
"Brooklyn, NY",15BRRC19D00000249,0,0,5,6,0,0,0,2020-12-23
"Albany, NY",additional_15,0,0,1,0,0,0,0,2020-12-23
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2020-12-23
"Buffalo, NY",additional_83,0,0,0,1,0,0,0,2020-12-23
"Neward, NJ",additional_91,1,0,9,0,0,0,0,2020-12-23
"Syracuse, NY",additional_78,0,0,1,1,0,0,0,2020-12-23
"Pawtucket, RI",additional_107,0,0,0,3,0,0,0,2020-12-23
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2020-12-23
"Del Valle, TX",additional_34,1,1,1,0,0,0,0,2020-12-23
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2020-12-28
"Portland, OR",additional_52,0,0,1,1,0,0,0,2020-12-28
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2020-12-28
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2020-12-28
"Tacoma, WA",additional_109,0,0,0,1,0,0,0,2020-12-28
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2020-12-28
"Boston, MA",15BRRC20D00000046,0,0,2,4,0,0,0,2020-12-28
"Portland, ME",additional_112,0,0,0,1,0,0,0,2020-12-28
"Washington, DC",additional_110,0,0,0,1,0,0,0,2020-12-28
"Detriot, MI",15BRRC19D00000203,0,0,0,7,0,0,0,2020-12-28
"Nashville, TN",additional_103,0,0,1,3,0,0,0,2020-12-28
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2020-12-28
"Memphis, TN",additional_45,0,0,4,14,0,0,0,2020-12-28
"St Albans, WV",additional_113,0,0,0,10,0,0,0,2020-12-28
"Wilmington, DE",15BRRC19D00000025,0,0,1,1,0,0,0,2020-12-28
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2020-12-28
"Baltimore, MD",additional_53,0,0,2,16,0,0,0,2020-12-28
"Lexington, KY",additional_8,0,0,1,0,0,0,0,2020-12-28
"Harrisburg, PA",additional_101,0,0,2,4,0,0,0,2020-12-28
"Philadelphia, PA",15BRRC19D00000194,0,0,11,2,0,0,0,2020-12-28
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2020-12-28
"Rochester,NY",15BRRC19D00000218,0,0,1,8,0,0,0,2020-12-28
"Pittsburgh, PA",additional_114,0,0,0,1,0,0,0,2020-12-28
"Cleveland, OH",additional_49,0,0,2,2,0,0,0,2020-12-28
"Hartford, CT",15BRRC20D00000297,0,0,0,1,0,0,0,2020-12-28
"Louisville, KY",additional_86,0,0,2,2,0,0,0,2020-12-28
"West Palm Beach, FL",additional_60,0,0,10,1,0,0,0,2020-12-28
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2020-12-28
"Dania, FL",15BRRC19D00000208,0,0,4,0,0,0,0,2020-12-28
"Birmingham, AL",15BRRC19D00000207,0,0,0,2,0,0,0,2020-12-28
"Miami, FL",additional_41,0,0,3,1,0,0,0,2020-12-28
"Chattanooga, TN",additional_25,0,0,4,1,0,0,0,2020-12-28
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2020-12-28
"Florence, SC",additional_81,0,0,1,10,0,0,0,2020-12-28
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2020-12-28
"Jacksonville, FL",additional_39,0,0,10,0,0,0,0,2020-12-28
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2020-12-28
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2020-12-28
"Columbia, SC",additional_108,0,0,0,3,0,0,0,2020-12-28
"Miami, FL",additional_100,0,0,1,0,0,0,0,2020-12-28
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2020-12-28
"Janesville, WI",additional_115,0,0,0,1,0,0,0,2020-12-28
"Minneapolis, MN",15BRRC20D00000275,0,0,8,0,0,0,0,2020-12-28
"Janesville, WI",additional_106,0,0,0,3,0,0,0,2020-12-28
"Youngstown, OH",additional_102,0,0,1,2,0,0,0,2020-12-28
"Ciincinnati, OH",additional_55,0,0,4,1,0,0,0,2020-12-28
"Indianapolis, IN",additional_16,0,0,5,1,0,0,0,2020-12-28
"Marion, IL",additional_92,0,0,2,0,0,0,0,2020-12-28
"Chicago, IL",15BRRC18D00000091,0,0,12,1,0,0,0,2020-12-28
"Peoria, IL",additional_90,0,0,6,1,0,0,0,2020-12-28
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2020-12-28
"Grand Rapids, MI",15BRRC19D00000005,0,0,2,4,0,0,0,2020-12-28
"Rapid City, SD",additional_11,0,0,1,1,0,0,0,2020-12-28
"Brownsville, TX",additional_31,1,1,1,1,0,0,0,2020-12-28
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2020-12-28
"Hutchins, TX",15BRRC19D00000185,1,0,12,1,0,0,0,2020-12-28
"San Antonio, TX",additional_19,0,0,11,2,0,0,0,2020-12-28
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2020-12-28
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2020-12-28
"Houston, TX",DJB200242,2,0,9,7,0,0,0,2020-12-28
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2020-12-28
"Del Rio, TX",additional_42,0,0,5,1,0,0,0,2020-12-28
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2020-12-28
"Edinburg, TX",additional_35,0,0,13,14,0,0,0,2020-12-28
"Albuquerque, NM",additional_13,0,0,32,1,0,0,0,2020-12-28
"Midland, TX",additional_50,0,0,11,1,0,0,0,2020-12-28
"Laredo, TX",additional_24,0,0,1,2,0,0,0,2020-12-28
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2020-12-28
"Farmington, MO",15BRRC19D00000148,0,0,1,0,0,0,0,2020-12-28
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2020-12-28
"Sioux City, IA",additional_22,0,0,2,1,0,0,0,2020-12-28
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2020-12-28
"Roseville, MN",additional_68,0,0,6,1,0,0,0,2020-12-28
"Toledo, OH",DJB200236,0,0,0,3,0,0,0,2020-12-28
"Manchester, KY",additional_7,0,0,1,0,0,0,0,2020-12-28
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2020-12-28
"Omaha, NE",additional_62,0,0,5,1,0,0,0,2020-12-28
"Denver, CO",additional_89,1,0,4,1,0,0,0,2020-12-28
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2020-12-28
"Leavenworth, KS",15BRRC19D00000149,0,0,27,1,0,0,0,2020-12-28
"Wichita, KS",additional_95,0,0,6,0,0,0,0,2020-12-28
"Boise, ID",additional_87,0,0,1,8,0,0,0,2020-12-28
"Mills, WY",additional_97,0,0,3,3,0,0,0,2020-12-28
"Great Falls, MT",additional_85,0,0,6,0,0,0,0,2020-12-28
"Devils Lake, ND",additional_104,0,0,2,2,0,0,0,2020-12-28
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2020-12-28
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2020-12-28
"Billings, MT",additional_44,0,0,2,0,0,0,0,2020-12-28
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2020-12-28
"Van Nuys, CA",additional_58,0,0,2,0,0,0,0,2020-12-28
"Tucson, AZ",additional_29,0,0,1,5,0,0,0,2020-12-28
"San Diego, CA",additional_12,0,0,9,2,0,0,0,2020-12-28
"Las Vegas, NV",additional_28,0,0,7,2,0,0,0,2020-12-28
"Billings, MT",additional_77,0,0,1,0,0,0,0,2020-12-28
"Los Angeles, CA",additional_111,0,0,0,2,0,0,0,2020-12-28
"Salt Lake City, UT",additional_38,0,0,22,0,0,0,0,2020-12-28
"El Monte, CA",additional_51,0,0,1,2,0,0,0,2020-12-28
"Garden Grove, CA",additional_59,0,0,2,3,0,0,0,2020-12-28
"Los Angeles, CA",additional_1,0,0,0,1,0,0,0,2020-12-28
"Rubidoux, CA",additional_67,0,0,2,10,0,0,0,2020-12-28
"Phoenix, AZ",DJB200252,1,0,3,0,0,0,0,2020-12-28
"Brawley, CA",additional_21,1,0,9,1,0,0,0,2020-12-28
"Oakland, CA",15BRRC20D00000011,0,0,4,0,0,0,0,2020-12-28
"Atlanta, GA",additional_30,0,0,3,1,0,0,0,2020-12-28
"San Juan, PR",additional_63,0,0,16,0,0,0,0,2020-12-28
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2020-12-28
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2020-12-28
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2020-12-28
"Brooklyn, NY",15BRRC19D00000249,0,0,5,6,0,0,0,2020-12-28
"Albany, NY",additional_15,0,0,1,0,0,0,0,2020-12-28
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2020-12-28
"Buffalo, NY",additional_83,0,0,0,1,0,0,0,2020-12-28
"Neward, NJ",additional_91,1,0,9,0,0,0,0,2020-12-28
"Syracuse, NY",additional_78,0,0,1,1,0,0,0,2020-12-28
"Pawtucket, RI",additional_107,0,0,0,3,0,0,0,2020-12-28
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2020-12-28
"Del Valle, TX",additional_34,1,1,1,0,0,0,0,2020-12-28
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2020-12-29
"Portland, OR",additional_52,0,0,1,1,0,0,0,2020-12-29
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2020-12-29
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2020-12-29
"Tacoma, WA",additional_109,0,0,0,1,0,0,0,2020-12-29
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2020-12-29
"Boston, MA",15BRRC20D00000046,0,0,2,4,0,0,0,2020-12-29
"Portland, ME",additional_112,0,0,0,1,0,0,0,2020-12-29
"Washington, DC",additional_110,0,0,0,1,0,0,0,2020-12-29
"Detriot, MI",15BRRC19D00000203,0,0,0,7,0,0,0,2020-12-29
"Nashville, TN",additional_103,0,0,1,3,0,0,0,2020-12-29
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2020-12-29
"Memphis, TN",additional_45,0,0,4,14,0,0,0,2020-12-29
"St Albans, WV",additional_113,0,0,0,10,0,0,0,2020-12-29
"Wilmington, DE",15BRRC19D00000025,0,0,1,1,0,0,0,2020-12-29
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2020-12-29
"Baltimore, MD",additional_53,0,0,2,16,0,0,0,2020-12-29
"Lexington, KY",additional_8,0,0,1,0,0,0,0,2020-12-29
"Clarksburg, WV",additional_116,0,0,0,1,0,0,0,2020-12-29
"Harrisburg, PA",additional_101,0,0,2,4,0,0,0,2020-12-29
"Philadelphia, PA",15BRRC19D00000194,0,0,11,2,0,0,0,2020-12-29
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2020-12-29
"Rochester,NY",15BRRC19D00000218,0,0,1,8,0,0,0,2020-12-29
"Pittsburgh, PA",additional_114,0,0,0,1,0,0,0,2020-12-29
"Cleveland, OH",additional_49,0,0,2,2,0,0,0,2020-12-29
"Hartford, CT",15BRRC20D00000297,0,0,0,1,0,0,0,2020-12-29
"Louisville, KY",additional_86,0,0,2,2,0,0,0,2020-12-29
"West Palm Beach, FL",additional_60,0,0,10,1,0,0,0,2020-12-29
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2020-12-29
"Dania, FL",15BRRC19D00000208,0,0,4,0,0,0,0,2020-12-29
"Birmingham, AL",15BRRC19D00000207,0,0,0,2,0,0,0,2020-12-29
"Miami, FL",additional_41,0,0,3,2,0,0,0,2020-12-29
"Chattanooga, TN",additional_25,0,0,4,1,0,0,0,2020-12-29
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2020-12-29
"Florence, SC",additional_81,0,0,1,10,0,0,0,2020-12-29
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2020-12-29
"Jacksonville, FL",additional_39,0,0,10,0,0,0,0,2020-12-29
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2020-12-29
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2020-12-29
"Columbia, SC",additional_108,0,0,0,5,0,0,0,2020-12-29
"Miami, FL",additional_100,0,0,1,0,0,0,0,2020-12-29
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2020-12-29
"Janesville, WI",additional_115,0,0,0,1,0,0,0,2020-12-29
"Minneapolis, MN",15BRRC20D00000275,0,0,8,0,0,0,0,2020-12-29
"Janesville, WI",additional_106,0,0,0,3,0,0,0,2020-12-29
"Youngstown, OH",additional_102,0,0,1,2,0,0,0,2020-12-29
"Ciincinnati, OH",additional_55,0,0,4,1,0,0,0,2020-12-29
"Indianapolis, IN",additional_16,0,0,5,1,0,0,0,2020-12-29
"Marion, IL",additional_92,0,0,2,0,0,0,0,2020-12-29
"Chicago, IL",15BRRC18D00000091,0,0,12,1,0,0,0,2020-12-29
"Peoria, IL",additional_90,0,0,6,1,0,0,0,2020-12-29
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2020-12-29
"Grand Rapids, MI",15BRRC19D00000005,0,0,2,4,0,0,0,2020-12-29
"Rapid City, SD",additional_11,0,0,1,1,0,0,0,2020-12-29
"Brownsville, TX",additional_31,1,1,1,1,0,0,0,2020-12-29
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2020-12-29
"Hutchins, TX",15BRRC19D00000185,1,0,12,1,0,0,0,2020-12-29
"San Antonio, TX",additional_19,0,0,11,3,0,0,0,2020-12-29
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2020-12-29
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2020-12-29
"Houston, TX",DJB200242,2,0,9,8,0,0,0,2020-12-29
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2020-12-29
"Del Rio, TX",additional_42,0,0,5,1,0,0,0,2020-12-29
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2020-12-29
"Edinburg, TX",additional_35,0,0,13,16,0,0,0,2020-12-29
"Albuquerque, NM",additional_13,0,0,32,1,0,0,0,2020-12-29
"Midland, TX",additional_50,0,0,11,1,0,0,0,2020-12-29
"Laredo, TX",additional_24,0,0,1,2,0,0,0,2020-12-29
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2020-12-29
"Farmington, MO",15BRRC19D00000148,0,0,1,0,0,0,0,2020-12-29
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2020-12-29
"Sioux City, IA",additional_22,0,0,2,1,0,0,0,2020-12-29
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2020-12-29
"Roseville, MN",additional_68,0,0,6,1,0,0,0,2020-12-29
"Toledo, OH",DJB200236,0,0,0,3,0,0,0,2020-12-29
"Manchester, KY",additional_7,0,0,1,0,0,0,0,2020-12-29
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2020-12-29
"Omaha, NE",additional_62,0,0,5,1,0,0,0,2020-12-29
"Denver, CO",additional_89,1,0,4,1,0,0,0,2020-12-29
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2020-12-29
"Leavenworth, KS",15BRRC19D00000149,0,0,27,2,0,0,0,2020-12-29
"Wichita, KS",additional_95,0,0,6,0,0,0,0,2020-12-29
"Boise, ID",additional_87,0,0,1,8,0,0,0,2020-12-29
"Mills, WY",additional_97,0,0,3,3,0,0,0,2020-12-29
"Great Falls, MT",additional_85,0,0,6,0,0,0,0,2020-12-29
"Devils Lake, ND",additional_104,0,0,2,2,0,0,0,2020-12-29
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2020-12-29
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2020-12-29
"Billings, MT",additional_44,0,0,2,0,0,0,0,2020-12-29
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2020-12-29
"Van Nuys, CA",additional_58,0,0,2,0,0,0,0,2020-12-29
"Tucson, AZ",additional_29,0,0,1,7,0,0,0,2020-12-29
"San Diego, CA",additional_12,0,0,9,3,0,0,0,2020-12-29
"Las Vegas, NV",additional_28,0,0,7,2,0,0,0,2020-12-29
"Billings, MT",additional_77,0,0,1,0,0,0,0,2020-12-29
"Los Angeles, CA",additional_111,0,0,0,3,0,0,0,2020-12-29
"Salt Lake City, UT",additional_38,0,0,22,0,0,0,0,2020-12-29
"El Monte, CA",additional_51,0,0,1,2,0,0,0,2020-12-29
"Garden Grove, CA",additional_59,0,0,2,4,0,0,0,2020-12-29
"Los Angeles, CA",additional_1,0,0,0,2,0,0,0,2020-12-29
"Rubidoux, CA",additional_67,0,0,2,10,0,0,0,2020-12-29
"Phoenix, AZ",DJB200252,1,0,3,0,0,0,0,2020-12-29
"Brawley, CA",additional_21,1,0,9,1,0,0,0,2020-12-29
"Oakland, CA",15BRRC20D00000011,0,0,4,0,0,0,0,2020-12-29
"Atlanta, GA",additional_30,0,0,3,1,0,0,0,2020-12-29
"San Juan, PR",additional_63,0,0,16,0,0,0,0,2020-12-29
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2020-12-29
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2020-12-29
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2020-12-29
"Brooklyn, NY",15BRRC19D00000249,0,0,5,6,0,0,0,2020-12-29
"Albany, NY",additional_15,0,0,1,0,0,0,0,2020-12-29
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2020-12-29
"Buffalo, NY",additional_83,0,0,0,1,0,0,0,2020-12-29
"Neward, NJ",additional_91,1,0,9,0,0,0,0,2020-12-29
"Syracuse, NY",additional_78,0,0,1,1,0,0,0,2020-12-29
"Pawtucket, RI",additional_107,0,0,0,3,0,0,0,2020-12-29
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2020-12-29
"Del Valle, TX",additional_34,1,1,1,0,0,0,0,2020-12-29
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2020-12-30
"Portland, OR",additional_52,0,0,1,1,0,0,0,2020-12-30
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2020-12-30
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2020-12-30
"Tacoma, WA",additional_109,0,0,0,1,0,0,0,2020-12-30
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2020-12-30
"Boston, MA",15BRRC20D00000046,0,0,2,4,0,0,0,2020-12-30
"Portland, ME",additional_112,0,0,0,1,0,0,0,2020-12-30
"Washington, DC",additional_110,0,0,0,1,0,0,0,2020-12-30
"Detriot, MI",15BRRC19D00000203,0,0,0,7,0,0,0,2020-12-30
"Nashville, TN",additional_103,0,0,1,4,0,0,0,2020-12-30
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2020-12-30
"Memphis, TN",additional_45,0,0,4,14,0,0,0,2020-12-30
"St Albans, WV",additional_113,0,0,0,10,0,0,0,2020-12-30
"Wilmington, DE",15BRRC19D00000025,0,0,1,1,0,0,0,2020-12-30
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2020-12-30
"Baltimore, MD",additional_53,0,0,2,16,0,0,0,2020-12-30
"Lexington, KY",additional_8,0,0,1,0,0,0,0,2020-12-30
"Clarksburg, WV",additional_116,0,0,0,1,0,0,0,2020-12-30
"Harrisburg, PA",additional_101,0,0,2,4,0,0,0,2020-12-30
"Philadelphia, PA",15BRRC19D00000194,0,0,11,2,0,0,0,2020-12-30
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2020-12-30
"Rochester,NY",15BRRC19D00000218,0,0,1,8,0,0,0,2020-12-30
"Pittsburgh, PA",additional_114,0,0,0,1,0,0,0,2020-12-30
"Cleveland, OH",additional_49,0,0,2,3,0,0,0,2020-12-30
"Hartford, CT",15BRRC20D00000297,0,0,0,1,0,0,0,2020-12-30
"Louisville, KY",additional_86,0,0,2,2,0,0,0,2020-12-30
